Date,Close
2018-05-31,0.29568
2018-06-01,0.28863
2018-06-02,0.2974
2018-06-03,0.30405
2018-06-04,0.2908
2018-06-05,0.29403
2018-06-06,0.2995
2018-06-07,0.29298
2018-06-08,0.28698
2018-06-09,0.28027
2018-06-10,0.24402
2018-06-11,0.25332
2018-06-12,0.22717
2018-06-13,0.21839
2018-06-14,0.2399
2018-06-15,0.22899
2018-06-16,0.22953
2018-06-17,0.22814
2018-06-18,0.23262
2018-06-19,0.23409
2018-06-20,0.23067
2018-06-21,0.22643
2018-06-22,0.2004
2018-06-23,0.20212
2018-06-24,0.19277
2018-06-25,0.19751
2018-06-26,0.18345
2018-06-27,0.19036
2018-06-28,0.17702
2018-06-29,0.18653
2018-06-30,0.19319
2018-07-01,0.19989
2018-07-02,0.21483
2018-07-03,0.2053
2018-07-04,0.2105
2018-07-05,0.2006
2018-07-06,0.2068
2018-07-07,0.20836
2018-07-08,0.21033
2018-07-09,0.20575
2018-07-10,0.19086
2018-07-11,0.18921
2018-07-12,0.18424
2018-07-13,0.20515
2018-07-14,0.2085
2018-07-15,0.22118
2018-07-16,0.23948
2018-07-17,0.25373
2018-07-18,0.29767
2018-07-19,0.30569
2018-07-20,0.26883
2018-07-21,0.29279
2018-07-22,0.2831
2018-07-23,0.28623
2018-07-24,0.30052
2018-07-25,0.33371
2018-07-26,0.30815
2018-07-27,0.31889
2018-07-28,0.315
2018-07-29,0.30793
2018-07-30,0.29466
2018-07-31,0.27693
2018-08-01,0.27684
2018-08-02,0.25946
2018-08-03,0.25564
2018-08-04,0.23886
2018-08-05,0.2431
2018-08-06,0.23314
2018-08-07,0.22799
2018-08-08,0.19731
2018-08-09,0.22065
2018-08-10,0.22187
2018-08-11,0.21598
2018-08-12,0.22344
2018-08-13,0.22174
2018-08-14,0.21661
2018-08-15,0.21475
2018-08-16,0.21451
2018-08-17,0.23939
2018-08-18,0.22188
2018-08-19,0.22785
2018-08-20,0.21134
2018-08-21,0.21898
2018-08-22,0.20752
2018-08-23,0.21694
2018-08-24,0.21903
2018-08-25,0.21787
2018-08-26,0.213
2018-08-27,0.22728
2018-08-28,0.23528
2018-08-29,0.2262
2018-08-30,0.22185
2018-08-31,0.22282
2018-09-01,0.22991
2018-09-02,0.226
2018-09-03,0.22061
2018-09-04,0.23206
2018-09-05,0.20335
2018-09-06,0.208
2018-09-07,0.20593
2018-09-08,0.19328
2018-09-09,0.19024
2018-09-10,0.19011
2018-09-11,0.20071
2018-09-12,0.19672
2018-09-13,0.2058
2018-09-14,0.20012
2018-09-15,0.20204
2018-09-16,0.2058
2018-09-17,0.19521
2018-09-18,0.20666
2018-09-19,0.20632
2018-09-20,0.23216
2018-09-21,0.24808
2018-09-22,0.24047
2018-09-23,0.28163
2018-09-24,0.25856
2018-09-25,0.253
2018-09-26,0.24353
2018-09-27,0.26009
2018-09-28,0.25325
2018-09-29,0.2543
2018-09-30,0.2599
2018-10-01,0.25883
2018-10-02,0.24662
2018-10-03,0.2419
2018-10-04,0.2443
2018-10-05,0.24767
2018-10-06,0.24145
2018-10-07,0.24535
2018-10-08,0.24998
2018-10-09,0.2481
2018-10-10,0.24306
2018-10-11,0.2071
2018-10-12,0.21563
2018-10-13,0.21624
2018-10-14,0.21102
2018-10-15,0.22943
2018-10-16,0.23675
2018-10-17,0.24971
2018-10-18,0.24556
2018-10-19,0.25008
2018-10-20,0.25185
2018-10-21,0.24731
2018-10-22,0.24851
2018-10-23,0.24555
2018-10-24,0.24113
2018-10-25,0.23836
2018-10-26,0.2371
2018-10-27,0.23113
2018-10-28,0.23453
2018-10-29,0.22273
2018-10-30,0.22368
2018-10-31,0.22668
2018-11-01,0.22648
2018-11-02,0.23838
2018-11-03,0.23673
2018-11-04,0.24596
2018-11-05,0.24919
2018-11-06,0.2688
2018-11-07,0.25916
2018-11-08,0.25825
2018-11-09,0.25864
2018-11-10,0.26459
2018-11-11,0.27712
2018-11-12,0.27108
2018-11-13,0.26139
2018-11-14,0.241
2018-11-15,0.24508
2018-11-16,0.24148
2018-11-17,0.24886
2018-11-18,0.25333
2018-11-19,0.22749
2018-11-20,0.19688
2018-11-21,0.20619
2018-11-22,0.18715
2018-11-23,0.18395
2018-11-24,0.15399
2018-11-25,0.16293
2018-11-26,0.14773
2018-11-27,0.14663
2018-11-28,0.16107
2018-11-29,0.16524
2018-11-30,0.15973
2018-12-01,0.16451
2018-12-02,0.16101
2018-12-03,0.14893
2018-12-04,0.14692
2018-12-05,0.13393
2018-12-06,0.1178
2018-12-07,0.11495
2018-12-08,0.1162
2018-12-09,0.12121
2018-12-10,0.11546
2018-12-11,0.11122
2018-12-12,0.1124
2018-12-13,0.10472
2018-12-14,0.09666
2018-12-15,0.09453
2018-12-16,0.09569
2018-12-17,0.10874
2018-12-18,0.11368
2018-12-19,0.11174
2018-12-20,0.12414
2018-12-21,0.11869
2018-12-22,0.1201
2018-12-23,0.12454
2018-12-24,0.13063
2018-12-25,0.11882
2018-12-26,0.11836
2018-12-27,0.10727
2018-12-28,0.11878
2018-12-29,0.11435
2018-12-30,0.11556
2018-12-31,0.11002
2019-01-01,0.11351
2019-01-02,0.11656
2019-01-03,0.11139
2019-01-04,0.11271
2019-01-05,0.11148
2019-01-06,0.11871
2019-01-07,0.12232
2019-01-08,0.12153
2019-01-09,0.1225
2019-01-10,0.10595
2019-01-11,0.10385
2019-01-12,0.10447
2019-01-13,0.10102
2019-01-14,0.10732
2019-01-15,0.1037
2019-01-16,0.10551
2019-01-17,0.10712
2019-01-18,0.10542
2019-01-19,0.10651
2019-01-20,0.10289
2019-01-21,0.10139
2019-01-22,0.10209
2019-01-23,0.10068
2019-01-24,0.101
2019-01-25,0.0995
2019-01-26,0.09814
2019-01-27,0.0943
2019-01-28,0.08583
2019-01-29,0.08216
2019-01-30,0.08509
2019-01-31,0.08115
2019-02-01,0.08083
2019-02-02,0.083
2019-02-03,0.08012
2019-02-04,0.07862
2019-02-05,0.07702
2019-02-06,0.07426
2019-02-07,0.07426
2019-02-08,0.08142
2019-02-09,0.08069
2019-02-10,0.08022
2019-02-11,0.077
2019-02-12,0.07718
2019-02-13,0.07622
2019-02-14,0.07626
2019-02-15,0.07907
2019-02-16,0.07811
2019-02-17,0.07964
2019-02-18,0.08371
2019-02-19,0.08974
2019-02-20,0.09198
2019-02-21,0.08854
2019-02-22,0.0904
2019-02-23,0.09389
2019-02-24,0.08185
2019-02-25,0.08603
2019-02-26,0.08441
2019-02-27,0.08413
2019-02-28,0.08439
2019-03-01,0.08467
2019-03-02,0.08358
2019-03-03,0.0875
2019-03-04,0.08199
2019-03-05,0.08565
2019-03-06,0.08469
2019-03-07,0.08519
2019-03-08,0.08629
2019-03-09,0.09028
2019-03-10,0.10028
2019-03-11,0.10199
