Date,Close
2017-11-06,1.571
2017-11-07,1.8
2017-11-08,1.9889
2017-11-09,1.99
2017-11-10,1.7133
2017-11-11,1.655
2017-11-12,1.49
2017-11-13,1.68
2017-11-14,1.5911
2017-11-15,1.5532
2017-11-16,1.5599
2017-11-17,1.5041
2017-11-18,1.6699
2017-11-19,1.6
2017-11-20,1.64
2017-11-21,1.5874
2017-11-22,1.6158
2017-11-23,1.57
2017-11-24,1.7292
2017-11-25,1.87
2017-11-26,1.8388
2017-11-27,1.9532
2017-11-28,1.9249
2017-11-29,1.7565
2017-11-30,1.95
2017-12-01,2.0527
2017-12-02,2.0797
2017-12-03,2.2617
2017-12-04,2.55
2017-12-05,2.612
2017-12-06,2.5134
2017-12-07,2.6625
2017-12-08,2.79
2017-12-09,2.65
2017-12-10,2.4619
2017-12-11,2.687
2017-12-12,2.5547
2017-12-13,2.719
2017-12-14,3.1519
2017-12-15,4.12
2017-12-16,4.6378
2017-12-17,5.999
2017-12-18,6.0
2017-12-19,5.6999
2017-12-20,5.1502
2017-12-21,5.1596
2017-12-22,4.2912
2017-12-23,4.4
2017-12-24,5.181
2017-12-25,6.4631
2017-12-26,9.254
2017-12-27,10.0731
2017-12-28,9.25
2017-12-29,8.7094
2017-12-30,7.5947
2017-12-31,8.53
2018-01-01,8.45
2018-01-02,8.715
2018-01-03,9.304
2018-01-04,9.143
2018-01-05,14.8908
2018-01-06,22.6
2018-01-07,18.594
2018-01-08,17.9971
2018-01-09,17.399
2018-01-10,17.5
2018-01-11,21.2024
2018-01-12,22.1999
2018-01-13,22.0246
2018-01-14,20.4541
2018-01-15,19.3396
2018-01-16,13.1996
2018-01-17,14.1998
2018-01-18,14.1397
2018-01-19,14.9447
2018-01-20,16.1712
2018-01-21,14.1334
2018-01-22,12.91
2018-01-23,13.1022
2018-01-24,13.8
2018-01-25,13.1905
2018-01-26,13.1344
2018-01-27,13.3994
2018-01-28,13.7739
2018-01-29,12.815
2018-01-30,11.4749
2018-01-31,11.3131
2018-02-01,9.5138
2018-02-02,9.7484
2018-02-03,9.7252
2018-02-04,8.3511
2018-02-05,6.7315
2018-02-06,8.263
2018-02-07,8.0647
2018-02-08,8.2791
2018-02-09,9.86
2018-02-10,9.2448
2018-02-11,8.674
2018-02-12,9.3389
2018-02-13,9.016
2018-02-14,10.4096
2018-02-15,10.8661
2018-02-16,11.25
2018-02-17,11.66
2018-02-18,10.6631
2018-02-19,11.0601
2018-02-20,9.8888
2018-02-21,9.3799
2018-02-22,8.86
2018-02-23,9.693
2018-02-24,9.0873
2018-02-25,9.35
2018-02-26,9.9199
2018-02-27,10.56
2018-02-28,10.4536
2018-03-01,10.4768
2018-03-02,10.2348
2018-03-03,10.2399
2018-03-04,10.4139
2018-03-05,10.0847
2018-03-06,9.3899
2018-03-07,9.0405
2018-03-08,8.2703
2018-03-09,8.2807
2018-03-10,7.65
2018-03-11,8.268
2018-03-12,8.034
2018-03-13,10.2188
2018-03-14,8.9243
2018-03-15,9.1047
2018-03-16,9.0645
2018-03-17,8.9231
2018-03-18,8.9648
2018-03-19,9.035
2018-03-20,9.1618
2018-03-21,9.9777
