Date,Close
2021-07-06,34688.8937901339
2021-07-07,34633.8052505684
2021-07-08,34234.1893879277
2021-07-09,33969.9445201268
2021-07-10,34056.7801748621
2021-07-11,33985.6900518028
2021-07-12,33922.3009765503
2021-07-13,33858.5946006465
2021-07-14,33794.6880627412
2021-07-15,33730.7530974076
2021-07-16,33666.8836478308
2021-07-17,33603.1337531699
2021-07-18,33539.5393264305
2021-07-19,33476.127754081
2021-07-20,33412.921982484
2021-07-21,33349.9422532983
2021-07-22,33287.2068449041
2021-07-23,33224.7323975835
2021-07-24,33162.5340694602
2021-07-25,33100.6256283171
2021-07-26,33039.0195228535
2021-07-27,32977.7269501686
2021-07-28,32916.7579248156
2021-07-29,32856.121350107
2021-07-30,32795.8250906844
2021-07-31,32735.8760449656
2021-08-01,32676.2802162009
2021-08-02,32617.0427811361
2021-08-03,32558.1681555806
2021-08-04,32499.660056431
